,reaction,starting electrophile SMILES,input electrophile SMILES,nucleophile SMILES,"3,3 Catalyst Substituent ",N Catalyst Substituent,solvent,Temperature (Celsius),Temperature (Kelvin),yield (%),ee (%),e.r. 1,e.r. 2,ddG,reference ,Link,Unnamed: 0,ster1,ster2,ster3,polarxx,polarxy,polaryy,polarzx,polaryz,polarzz,mean_polar,HOMO,LUMO,biggest distance,major_axis,Axis_2,Axis_3,Vbur75,old_name
92,SKA scope 1,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C(C)/C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,97.0,94,97.0,3.0,1.88569976525721,"Angew.Chem.Int.Ed.2018,57,2464–2497",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
93,2,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C/1CCCCC1,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,95.0,96,98.0,2.0,2.11121871885583,"Angew.Chem.Int.Ed.2018,57,2464–2498",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
94,3,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C/1CCCC1,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,97.0,92,96.0,4.0,1.72401761186645,"Angew.Chem.Int.Ed.2018,57,2464–2499",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
95,4,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(O[Si](C)(C)C)=C/1CCC1,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,99.0,93,96.5,3.5,1.79927323721943,"Angew.Chem.Int.Ed.2018,57,2464–2500",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
96,5,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(=C\c1ccccc1)O[Si](C)(C)C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,98.0,98,99.0,1.0,2.49274177630963,"Angew.Chem.Int.Ed.2018,57,2464–2501",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
97,6,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(=C/c1ccccc1)O[Si](C)(C)C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,96.0,97,98.5,1.5,2.2700400075842,"Angew.Chem.Int.Ed.2018,57,2464–2502",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
98,7,COC(=O)/C=C/c1ccccc1,COC(=O)/C=C/c1ccccc1,CO/C(=C\C(C)C)O[Si](C)(C)C,CC3(C)c1ccccc1c2ccccc23,NS(=O)(=O)C(F)(F)F,cyclohexane,0,273.15,98.0,99,99.5,0.5,2.87149029876676,"Angew.Chem.Int.Ed.2018,57,2464–2503",,ph_fluorene_methyl_1_1_m062x,10.73,2.14,5.32,378.763,-7.48,227.692,-3.057,-6.229,141.861,249.44,-0.26016,-0.02011,13.243436720492,13.238781,6.072505,4.284955,11.1125163822549,CC3(C)c1ccccc1c2ccccc23
99,optimization 1,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,50,75.0,25.0,0.552333809940395,"Nat. Chem. 2018, 10, 888-894",https://www.nature.com/articles/s41557-018-0065-0,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
100,2,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,c1ccccc1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,59,79.5,20.5,0.68140122759023,"Nat. Chem. 2018, 10, 888-895",,phenyl_idp_1_1_m062x,6.85,1.7,3.23,195.699,0.0,130.546,0.0,0.0,78.673,134.97,-0.27988,-0.00575,9.24379800000005,9.243798,4.025508,1.478844,8.30449535728804,c1ccccc1
101,3,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,c1cccc2ccccc12,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,78,89.0,11.0,1.05113242185592,"Nat. Chem. 2018, 10, 888-896",,1naphth_idp_1_1_m062x,6.98,1.72,5.69,240.265,-0.979,194.39,4.429,-4.209,111.506,182.05,-0.25767,-0.02612,9.66621643400281,9.625435,7.101169,3.324899,10.6898981341512,c1cccc2ccccc12
102,4,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,Cc1cc(C)ccc1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,82,91.0,9.0,1.16319361109164,"Nat. Chem. 2018, 10, 888-897",,ph_35me_2_1_m062x,6.84,1.86,4.44,224.456,0.0,164.649,0.0,-7.916,99.221,162.78,-0.2751,-0.00396,9.48690307218557,9.22826,6.450354,2.229484,9.93114040929543,Cc1cc(C)ccc1
103,5,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCc1cccc(CC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,91,95.5,4.5,1.53594383448288,"Nat. Chem. 2018, 10, 888-898",,ph_35et_5_1_m062x,6.84,2.44,5.27,246.182,0.0,183.583,0.0,-16.914,133.129,187.63,-0.27476,-0.00345,9.94497358379684,9.231137,8.231757,3.344133,11.3141041805734,CCc1cccc(CC)c1
104,6,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCc1cccc(CCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,91,95.5,4.5,1.53594383448288,"Nat. Chem. 2018, 10, 888-899",,ph_35pr_41_1_m062x,7.82,2.43,6.35,270.687,0.001,215.778,0.0,20.232,154.714,213.73,-0.27435,-0.00316,11.0910544983313,10.348844,10.214105,3.554377,11.5775204619773,CCCc1cccc(CCC)c1
105,7,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,94,97.0,3.0,1.74762912529695,"Nat. Chem. 2018, 10, 888-900",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
106,8,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,94,97.0,3.0,1.74762912529695,"Nat. Chem. 2018, 10, 888-901",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
107,9,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,78,89.0,11.0,1.05113242185592,"Nat. Chem. 2018, 10, 888-902",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
108,10,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](CC)(CC)CC,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,91,95.5,4.5,1.53594383448288,"Nat. Chem. 2018, 10, 888-903",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
109,11,CC(=O)c2ccc1ccccc1c2,CC(=O)c2ccc1ccccc1c2,C=C(OC)O[Si](C(C)C)(C(C)C)C(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,67.0,38,69.0,31.0,0.402264698835235,"Nat. Chem. 2018, 10, 888-904",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
110,3c,CCC(=O)c2ccc1cc(OC)ccc1c2,CCC(=O)c2ccc1cc(OC)ccc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,88,94.0,6.0,1.38335061269019,"Nat. Chem. 2018, 10, 888-905",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
111,3d,CC(=O)c1cccc2ccccc12,CC(=O)c1cccc2ccccc12,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,92,96.0,4.0,1.59778531372503,"Nat. Chem. 2018, 10, 888-906",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
112,3e,CC(=O)c1ccccc1,CC(=O)c1ccccc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCc1cccc(CCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,90,95.0,5.0,1.4803340689659,"Nat. Chem. 2018, 10, 888-907",,ph_35pr_41_1_m062x,7.82,2.43,6.35,270.687,0.001,215.778,0.0,20.232,154.714,213.73,-0.27435,-0.00316,11.0910544983313,10.348844,10.214105,3.554377,11.5775204619773,CCCc1cccc(CCC)c1
113,3f,CC(=O)c2ccc(c1ccccc1)cc2,CC(=O)c2ccc(c1ccccc1)cc2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,96.0,84,92.0,8.0,1.22790438187938,"Nat. Chem. 2018, 10, 888-908",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
114,3g,CC(=O)c1ccc(C(C)(C)C)cc1,CC(=O)c1ccc(C(C)(C)C)cc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,84,92.0,8.0,1.22790438187938,"Nat. Chem. 2018, 10, 888-909",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
115,3h,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)=O)cc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,94,97.0,3.0,1.74762912529695,"Nat. Chem. 2018, 10, 888-910",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
116,3i,COc1ccc(C(C)=O)cc1OC,COc1ccc(C(C)=O)cc1OC,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,95.0,98,99.0,1.0,2.31022361586228,"Nat. Chem. 2018, 10, 888-911",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
117,3j,CC(=O)c1cc(C)cc(C)c1,CC(=O)c1cc(C)cc(C)c1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,90,95.0,5.0,1.4803340689659,"Nat. Chem. 2018, 10, 888-912",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
118,3k,CC(=O)c1cccs1,CC(=O)c1cccs1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,94,97.0,3.0,1.74762912529695,"Nat. Chem. 2018, 10, 888-913",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
119,3l,O=C1CCc2ccccc12,O=C1CCc2ccccc12,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,93.0,72,86.0,14.0,0.912647740938183,"Nat. Chem. 2018, 10, 888-914",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
120,3m,CC(=O)C1CCCCC1,CC(=O)C1CCCCC1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCc1cccc(CCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,90,95.0,5.0,1.4803340689659,"Nat. Chem. 2018, 10, 888-915",,ph_35pr_41_1_m062x,7.82,2.43,6.35,270.687,0.001,215.778,0.0,20.232,154.714,213.73,-0.27435,-0.00316,11.0910544983313,10.348844,10.214105,3.554377,11.5775204619773,CCCc1cccc(CCC)c1
121,3n,CC(=O)CCc1ccccc1,CC(=O)CCc1ccccc1,C=C(OC)O[Si](C)(C)C(C)(C)C,c1cccc2ccccc12,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,94.0,76,88.0,12.0,1.00170602063597,"Nat. Chem. 2018, 10, 888-916",,1naphth_idp_1_1_m062x,6.98,1.72,5.69,240.265,-0.979,194.39,4.429,-4.209,111.506,182.05,-0.25767,-0.02612,9.66621643400281,9.625435,7.101169,3.324899,10.6898981341512,c1cccc2ccccc12
122,3o,CCCCCC(C)=O,CCCCCC(C)=O,C=C(OC)O[Si](C)(C)C(C)(C)C,c1cccc2ccccc12,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,95.0,80,90.0,10.0,1.10466761988079,"Nat. Chem. 2018, 10, 888-917",,1naphth_idp_1_1_m062x,6.98,1.72,5.69,240.265,-0.979,194.39,4.429,-4.209,111.506,182.05,-0.25767,-0.02612,9.66621643400281,9.625435,7.101169,3.324899,10.6898981341512,c1cccc2ccccc12
123,3p,CC(=O)C#Cc1ccccc1,CC(=O)C#Cc1ccccc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCc1cccc(CCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,96.0,90,95.0,5.0,1.4803340689659,"Nat. Chem. 2018, 10, 888-918",,ph_35pr_41_1_m062x,7.82,2.43,6.35,270.687,0.001,215.778,0.0,20.232,154.714,213.73,-0.27435,-0.00316,11.0910544983313,10.348844,10.214105,3.554377,11.5775204619773,CCCc1cccc(CCC)c1
124,3q,CC(=O)/C=C/c1ccc(Cl)cc1,CC(=O)/C=C/c1ccc(Cl)cc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCc1cccc(CCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,87.0,95,97.5,2.5,1.84187723260539,"Nat. Chem. 2018, 10, 888-919",,ph_35pr_41_1_m062x,7.82,2.43,6.35,270.687,0.001,215.778,0.0,20.232,154.714,213.73,-0.27435,-0.00316,11.0910544983313,10.348844,10.214105,3.554377,11.5775204619773,CCCc1cccc(CCC)c1
125,3r,CC(=O)/C=C/c1ccc(C)cc1,CC(=O)/C=C/c1ccc(C)cc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,84.0,98,99.0,1.0,2.31022361586228,"Nat. Chem. 2018, 10, 888-920",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
126,3s,CC(=O)/C=C/c2ccc1OCOc1c2,CC(=O)/C=C/c2ccc1OCOc1c2,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,82.0,96,98.0,2.0,1.95663561661488,"Nat. Chem. 2018, 10, 888-921",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
127,3t,CC(=O)/C=C/c1ccco1,CC(=O)/C=C/c1ccco1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,78.0,98,99.0,1.0,2.31022361586228,"Nat. Chem. 2018, 10, 888-922",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
128,3u,CC(=O)/C=C/c1ccccc1,CC(=O)/C=C/c1ccccc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,91.0,95,97.5,2.5,1.84187723260539,"Nat. Chem. 2018, 10, 888-923",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
129,3v,CC(=O)/C(C)=C/c1ccccc1,CC(=O)/C(C)=C/c1ccccc1,C=C(OC)O[Si](C)(C)C(C)(C)C,CCCCCCc1cccc(CCCCCC)c1,NS(=O)(=O)C(F)(F)F,Et2O,-20,253.15,99.0,98,99.0,1.0,2.31022361586228,"Nat. Chem. 2018, 10, 888-924",,ph_35hex_154_1_m062x,9.14,1.72,9.6,341.784,6.585,274.248,-16.802,-26.293,238.934,284.99,-0.27422,-0.00323,14.7523979347998,14.540741,10.314613,6.117094,11.8657434270246,CCCCCCc1cccc(CCCCCC)c1
130,4a (opt),O=CCCc1ccccc1,O=CCCc1ccccc1,C=CO[Si](CC)(CC)CC,c1ccccc1,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,,32,66.0,34.0,0.280782988607822,"Science, 2018, 362, 216-219",https://www.science.org/doi/pdf/10.1126/science.aau0817,phenyl_idp_1_1_m062x,6.85,1.7,3.23,195.699,0.0,130.546,0.0,0.0,78.673,134.97,-0.27988,-0.00575,9.24379800000005,9.243798,4.025508,1.478844,8.30449535728804,c1ccccc1
131,4b (opt),O=CCCc1ccccc1,O=CCCc1ccccc1,C=CO[Si](CC)(CC)CC,Cc1cc(C)c2ccc4cccc3ccc1c2c34,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,,54,77.0,23.0,0.511497345616029,"Science, 2018, 362, 216-220",,ph_pyrene_me_1_1_m062x,11.18,1.97,4.49,484.312,0.005,280.844,-0.01,-7.261,146.24,303.8,-0.2336,-0.04537,13.7616345106248,13.569053,6.77811,2.54398,7.94742740976863,Cc1cc(C)c2ccc4cccc3ccc1c2c34
132,4c (opt),O=CCCc1ccccc1,O=CCCc1ccccc1,C=CO[Si](CC)(CC)CC,Cc1cc(C)c2CCc4cccc3CCc1c2c34,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,,93,96.5,3.5,1.40404572767096,"Science, 2018, 362, 216-221",,ph_2hydropyrenemethyl_3_m062x,11.18,2.57,4.44,425.236,-0.002,276.768,0.0,-5.641,156.253,286.09,-0.25296,-0.01566,13.7679069407114,13.573238,6.685649,3.459785,15.0146225562612,Cc1cc(C)c2CCc4cccc3CCc1c2c34
133,3a,O=CCCc1ccccc1,O=CCCc1ccccc1,C=CO[Si](CC)(CC)CC,Cc1cc(C)c2CCc4cccc3CCc1c2c34,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,87.0,93,96.5,3.5,1.40404572767096,"Science, 2018, 362, 216-222",,ph_2hydropyrenemethyl_3_m062x,11.18,2.57,4.44,425.236,-0.002,276.768,0.0,-5.641,156.253,286.09,-0.25296,-0.01566,13.7679069407114,13.573238,6.685649,3.459785,15.0146225562612,Cc1cc(C)c2CCc4cccc3CCc1c2c34
134,3b,CC(C)(C)C=O,CC(C)(C)C=O,C=CO[Si](C)(C)C(C)(C)C,Cc1cc(C)c2CCc4cccc3CCc1c2c34,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,86.0,90,95.0,5.0,1.24642783646092,"Science, 2018, 362, 216-223",,ph_2hydropyrenemethyl_3_m062x,11.18,2.57,4.44,425.236,-0.002,276.768,0.0,-5.641,156.253,286.09,-0.25296,-0.01566,13.7679069407114,13.573238,6.685649,3.459785,15.0146225562612,Cc1cc(C)c2CCc4cccc3CCc1c2c34
135,3c,O=CCOCc1ccccc1,O=CCOCc1ccccc1,C=CO[Si](C)(C)C(C)(C)C,Cc1cc(C)c2CCc4cccc3CCc1c2c34,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,73.0,86,93.0,7.0,1.09498672771723,"Science, 2018, 362, 216-224",,ph_2hydropyrenemethyl_3_m062x,11.18,2.57,4.44,425.236,-0.002,276.768,0.0,-5.641,156.253,286.09,-0.25296,-0.01566,13.7679069407114,13.573238,6.685649,3.459785,15.0146225562612,Cc1cc(C)c2CCc4cccc3CCc1c2c34
136,3d,COC(=O)CCC=O,COC(=O)CCC=O,C=CO[Si](C)(C)C(C)(C)C,CC(C)CCc1cccc(CCC(C)C)c1,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,82.0,96,98.0,2.0,1.64746941213297,"Science, 2018, 362, 216-225",,ph_35isopbutyl_38_1_m062x,7.93,1.77,7.49,306.773,-16.461,268.206,5.498,-22.293,202.636,259.21,-0.2746,-0.00437,12.3252062745647,12.134833,9.349912,5.410155,12.759462880378,CC(C)CCc1cccc(CCC(C)C)c1
137,3e,CC(C)C=O,CC(C)C=O,C=CO[Si](C)(C)C(C)(C)C,CC(C)CCc1cccc(CCC(C)C)c1,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,78.0,79,89.5,10.5,0.907108135251619,"Science, 2018, 362, 216-226",,ph_35isopbutyl_38_1_m062x,7.93,1.77,7.49,306.773,-16.461,268.206,5.498,-22.293,202.636,259.21,-0.2746,-0.00437,12.3252062745647,12.134833,9.349912,5.410155,12.759462880378,CC(C)CCc1cccc(CCC(C)C)c1
138,3f,O=Cc1ccccc1,O=Cc1ccccc1,C=CO[Si](CC)(CC)CC,Cc1cccc(C)c1C,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,95.0,98,99.0,1.0,1.94518729496759,"Science, 2018, 362, 216-227",,ph_345me_1_1_m062x,7.9,2.0,4.45,249.402,-0.096,172.398,-0.344,7.423,107.554,176.45,-0.26787,-0.00013,10.1376676210187,10.086695,6.637015,2.477484,10.4712428148505,Cc1cccc(C)c1C
139,3g,Cc1ccccc1C=O,Cc1ccccc1C=O,C=CO[Si](C)(C)C(C)(C)C,Cc1cccc(C)c1C,NS(=O)(=O)C(F)(F)F,CHCl3 n-hexane 5:4,-78,195.15,80.0,93,96.5,3.5,1.28547747480641,"Science, 2018, 362, 216-228",,ph_345me_1_1_m062x,7.9,2.0,4.45,249.402,-0.096,172.398,-0.344,7.423,107.554,176.45,-0.26787,-0.00013,10.1376676210187,10.086695,6.637015,2.477484,10.4712428148505,Cc1cccc(C)c1C
